75,374,SK,15:45,18:25,-T-----,2015-03-27 23:42:34.243770,2015-03-27 23:42:34.243770
76,375,MI,21:10,23:00,--W----,2015-03-27 23:42:34.245844,2015-03-27 23:42:34.245844
77,375,MJ,14:45,16:35,---J---,2015-03-27 23:42:34.247916,2015-03-27 23:42:34.247916
78,376,HI,15:45,17:30,-T-----,2015-03-27 23:42:34.249975,2015-03-27 23:42:34.249975
79,377,NI,20:30,22:20,--W----,2015-03-27 23:42:34.251944,2015-03-27 23:42:34.251944
80,378,CI,8:45,11:30,--W----,2015-03-27 23:42:34.254419,2015-03-27 23:42:34.254419
81,378,CL,12:30,15:15,--W----,2015-03-27 23:42:34.256689,2015-03-27 23:42:34.256689
82,379,CJ,8:45,11:30,-T-----,2015-03-27 23:42:34.259141,2015-03-27 23:42:34.259141
83,379,CK,8:45,11:30,---J---,2015-03-27 23:42:34.261552,2015-03-27 23:42:34.261552
84,380,TI,11:45,14:30,-T-----,2015-03-27 23:42:34.263881,2015-03-27 23:42:34.263881
85,380,TJ,11:45,14:30,---J---,2015-03-27 23:42:34.266876,2015-03-27 23:42:34.266876
86,380,TK,8:45,11:30,----F--,2015-03-27 23:42:34.269154,2015-03-27 23:42:34.269154
87,381,VI,8:45,11:30,M------,2015-03-27 23:42:34.271279,2015-03-27 23:42:34.271279
88,381,VJ,14:45,17:30,M------,2015-03-27 23:42:34.273704,2015-03-27 23:42:34.273704
89,382,VK,14:45,17:30,M------,2015-03-27 23:42:34.277080,2015-03-27 23:42:34.277080
90,382,VL,8:45,11:30,M------,2015-03-27 23:42:34.279688,2015-03-27 23:42:34.279688
91,383,JI,8:45,11:30,M------,2015-03-27 23:42:34.282163,2015-03-27 23:42:34.282163
92,383,JL,17:45,20:30,--W----,2015-03-27 23:42:34.284431,2015-03-27 23:42:34.284431
93,383,JM,17:45,20:30,M------,2015-03-27 23:42:34.287302,2015-03-27 23:42:34.287302
94,384,JJ,8:45,11:30,M------,2015-03-27 23:42:34.289843,2015-03-27 23:42:34.289843
95,384,JK,17:45,20:30,---J---,2015-03-27 23:42:34.293572,2015-03-27 23:42:34.293572
96,384,JN,17:45,20:30,---J---,2015-03-27 23:42:34.295979,2015-03-27 23:42:34.295979
97,445,EI,17:45,20:30,M------,2015-04-03 11:02:34.049381,2015-04-03 11:02:34.049381
98,445,EL,17:45,20:30,--W----,2015-04-03 11:02:34.049381,2015-04-03 11:02:34.049381
99,446,HI,17:45,20:30,---J---,2015-04-03 11:02:34.049381,2015-04-03 11:02:34.049381
100,446,HL,13:15,16:00,---J---,2015-04-03 11:02:34.049381,2015-04-03 11:02:34.049381
